ID,Dataset,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion
375,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,100%,110%
376,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,110%,90%
377,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,110%,100%
378,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,110%,110%
379,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,90%,90%
380,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,90%,100%
381,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,90%,110%
382,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,100%,90%
383,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,100%,100%
384,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,100%,110%
385,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,110%,90%
386,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,110%,100%
387,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,110%,110%
388,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,90%,90%
389,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,90%,100%
390,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,90%,110%
391,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,100%,90%
392,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,100%,100%
393,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,100%,110%
394,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,110%,90%
395,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,110%,100%
396,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,110%,110%
397,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,90%,90%
398,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,90%,100%
399,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,90%,110%
400,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,100%,90%
401,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,100%,100%
402,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,100%,110%
403,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,110%,90%
404,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,110%,100%
405,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,110%,110%
406,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,90%,90%
407,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,90%,100%
408,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,90%,110%
409,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,100%,90%
410,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,100%,100%
411,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,100%,110%
412,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,110%,90%
413,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,110%,100%
414,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,110%,110%
415,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,90%,90%
416,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,90%,100%
417,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,90%,110%
418,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,100%,90%
419,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,100%,100%
420,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,100%,110%
421,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,90%
422,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,100%
423,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,110%
424,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,90%
425,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,100%
426,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,110%
427,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,90%
428,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,100%
429,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,110%
430,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,90%
431,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,100%
432,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,110%
433,powder,YOLOv8 Nano,True,True,5,Random,0%,90%,90%
434,powder,YOLOv8 Nano,True,True,5,Random,0%,90%,100%
435,powder,YOLOv8 Nano,True,True,5,Random,0%,90%,110%
436,powder,YOLOv8 Nano,True,True,5,Random,0%,100%,90%
437,powder,YOLOv8 Nano,True,True,5,Random,0%,100%,100%
438,powder,YOLOv8 Nano,True,True,5,Random,0%,100%,110%
439,powder,YOLOv8 Nano,True,True,5,Random,0%,110%,90%
440,powder,YOLOv8 Nano,True,True,5,Random,0%,110%,100%
441,powder,YOLOv8 Nano,True,True,5,Random,0%,110%,110%
442,powder,YOLOv8 Nano,True,True,5,Random,5%,90%,90%
443,powder,YOLOv8 Nano,True,True,5,Random,5%,90%,100%
444,powder,YOLOv8 Nano,True,True,5,Random,5%,90%,110%
445,powder,YOLOv8 Nano,True,True,5,Random,5%,100%,90%
446,powder,YOLOv8 Nano,True,True,5,Random,5%,100%,100%
447,powder,YOLOv8 Nano,True,True,5,Random,5%,100%,110%
448,powder,YOLOv8 Nano,True,True,5,Random,5%,110%,90%
449,powder,YOLOv8 Nano,True,True,5,Random,5%,110%,100%
450,powder,YOLOv8 Nano,True,True,5,Random,5%,110%,110%
451,powder,YOLOv8 Nano,True,True,5,Random,10%,90%,90%
452,powder,YOLOv8 Nano,True,True,5,Random,10%,90%,100%
453,powder,YOLOv8 Nano,True,True,5,Random,10%,90%,110%
454,powder,YOLOv8 Nano,True,True,5,Random,10%,100%,90%
455,powder,YOLOv8 Nano,True,True,5,Random,10%,100%,100%
456,powder,YOLOv8 Nano,True,True,5,Random,10%,100%,110%
457,powder,YOLOv8 Nano,True,True,5,Random,10%,110%,90%
458,powder,YOLOv8 Nano,True,True,5,Random,10%,110%,100%
459,powder,YOLOv8 Nano,True,True,5,Random,10%,110%,110%
460,powder,YOLOv8 Nano,True,True,5,Random,15%,90%,90%
461,powder,YOLOv8 Nano,True,True,5,Random,15%,90%,100%
462,powder,YOLOv8 Nano,True,True,5,Random,15%,90%,110%
463,powder,YOLOv8 Nano,True,True,5,Random,15%,100%,90%
464,powder,YOLOv8 Nano,True,True,5,Random,15%,100%,100%
465,powder,YOLOv8 Nano,True,True,5,Random,15%,100%,110%
466,powder,YOLOv8 Nano,True,True,5,Random,15%,110%,90%
467,powder,YOLOv8 Nano,True,True,5,Random,15%,110%,100%
468,powder,YOLOv8 Nano,True,True,5,Random,15%,110%,110%
469,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,90%
470,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,100%
471,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,110%
472,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,90%
473,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,100%
474,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,110%
475,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,90%
476,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,100%
477,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,110%
478,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,90%
479,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,100%
480,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,110%
481,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,90%
482,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,100%
483,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,110%
484,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,90%
485,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,100%
486,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,110%
487,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,90%
488,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,100%
489,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,110%
490,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,90%
491,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,100%
492,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,110%
493,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,110%,90%
494,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,110%,100%
495,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,110%,110%
496,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,90%,90%
497,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,90%,100%
498,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,90%,110%
499,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,100%,90%
500,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,100%,100%
501,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,100%,110%
502,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,110%,90%
503,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,110%,100%
504,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,110%,110%
505,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,90%,90%
506,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,90%,100%
507,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,90%,110%
508,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,100%,90%
509,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,100%,100%
510,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,100%,110%
511,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,110%,90%
512,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,110%,100%
513,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,110%,110%
514,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,90%,90%
515,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,90%,100%
516,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,90%,110%
517,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,100%,90%
518,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,100%,100%
519,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,100%,110%
520,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,110%,90%
521,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,110%,100%
522,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,110%,110%
523,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,90%,90%
524,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,90%,100%
525,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,90%,110%
526,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,100%,90%
527,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,100%,100%
528,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,100%,110%
529,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,110%,90%
530,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,110%,100%
531,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,110%,110%
532,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,90%,90%
533,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,90%,100%
534,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,90%,110%
535,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,100%,90%
536,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,100%,100%
537,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,100%,110%
538,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,110%,90%
539,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,110%,100%
540,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,110%,110%
541,powder,YOLOv8 Nano,True,True,6,Random,0%,90%,90%
542,powder,YOLOv8 Nano,True,True,6,Random,0%,90%,100%
543,powder,YOLOv8 Nano,True,True,6,Random,0%,90%,110%
544,powder,YOLOv8 Nano,True,True,6,Random,0%,100%,90%
545,powder,YOLOv8 Nano,True,True,6,Random,0%,100%,100%
546,powder,YOLOv8 Nano,True,True,6,Random,0%,100%,110%
547,powder,YOLOv8 Nano,True,True,6,Random,0%,110%,90%
548,powder,YOLOv8 Nano,True,True,6,Random,0%,110%,100%
549,powder,YOLOv8 Nano,True,True,6,Random,0%,110%,110%
550,powder,YOLOv8 Nano,True,True,6,Random,5%,90%,90%
551,powder,YOLOv8 Nano,True,True,6,Random,5%,90%,100%
552,powder,YOLOv8 Nano,True,True,6,Random,5%,90%,110%
553,powder,YOLOv8 Nano,True,True,6,Random,5%,100%,90%
554,powder,YOLOv8 Nano,True,True,6,Random,5%,100%,100%
555,powder,YOLOv8 Nano,True,True,6,Random,5%,100%,110%
556,powder,YOLOv8 Nano,True,True,6,Random,5%,110%,90%
557,powder,YOLOv8 Nano,True,True,6,Random,5%,110%,100%
558,powder,YOLOv8 Nano,True,True,6,Random,5%,110%,110%
559,powder,YOLOv8 Nano,True,True,6,Random,10%,90%,90%
560,powder,YOLOv8 Nano,True,True,6,Random,10%,90%,100%
561,powder,YOLOv8 Nano,True,True,6,Random,10%,90%,110%
562,powder,YOLOv8 Nano,True,True,6,Random,10%,100%,90%
563,powder,YOLOv8 Nano,True,True,6,Random,10%,100%,100%
564,powder,YOLOv8 Nano,True,True,6,Random,10%,100%,110%
565,powder,YOLOv8 Nano,True,True,6,Random,10%,110%,90%
566,powder,YOLOv8 Nano,True,True,6,Random,10%,110%,100%
567,powder,YOLOv8 Nano,True,True,6,Random,10%,110%,110%
568,powder,YOLOv8 Nano,True,True,6,Random,15%,90%,90%
569,powder,YOLOv8 Nano,True,True,6,Random,15%,90%,100%
570,powder,YOLOv8 Nano,True,True,6,Random,15%,90%,110%
571,powder,YOLOv8 Nano,True,True,6,Random,15%,100%,90%
572,powder,YOLOv8 Nano,True,True,6,Random,15%,100%,100%
573,powder,YOLOv8 Nano,True,True,6,Random,15%,100%,110%
574,powder,YOLOv8 Nano,True,True,6,Random,15%,110%,90%
575,powder,YOLOv8 Nano,True,True,6,Random,15%,110%,100%
576,powder,YOLOv8 Nano,True,True,6,Random,15%,110%,110%
577,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,90%,90%
578,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,90%,100%
579,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,90%,110%
580,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,100%,90%
581,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,100%,100%
582,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,100%,110%
583,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,110%,90%
584,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,110%,100%
585,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,110%,110%
586,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,90%,90%
587,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,90%,100%
588,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,90%,110%
589,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,100%,90%
590,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,100%,100%
591,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,100%,110%
592,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,110%,90%
593,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,110%,100%
594,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,110%,110%
595,powder,YOLOv8 Nano,True,True,6,Distance Max,10%,90%,90%
596,powder,YOLOv8 Nano,True,True,6,Distance Max,10%,90%,100%
597,powder,YOLOv8 Nano,True,True,6,Distance Max,10%,90%,110%
598,powder,YOLOv8 Nano,True,True,6,Distance Max,10%,100%,90%
599,powder,YOLOv8 Nano,True,True,6,Distance Max,10%,100%,100%
600,powder,YOLOv8 Nano,True,True,6,Distance Max,10%,100%,110%
601,powder,YOLOv8 Nano,True,True,6,Distance Max,10%,110%,90%
602,powder,YOLOv8 Nano,True,True,6,Distance Max,10%,110%,100%
603,powder,YOLOv8 Nano,True,True,6,Distance Max,10%,110%,110%
604,powder,YOLOv8 Nano,True,True,6,Distance Max,15%,90%,90%
605,powder,YOLOv8 Nano,True,True,6,Distance Max,15%,90%,100%
606,powder,YOLOv8 Nano,True,True,6,Distance Max,15%,90%,110%
607,powder,YOLOv8 Nano,True,True,6,Distance Max,15%,100%,90%
608,powder,YOLOv8 Nano,True,True,6,Distance Max,15%,100%,100%
609,powder,YOLOv8 Nano,True,True,6,Distance Max,15%,100%,110%
610,powder,YOLOv8 Nano,True,True,6,Distance Max,15%,110%,90%
611,powder,YOLOv8 Nano,True,True,6,Distance Max,15%,110%,100%
612,powder,YOLOv8 Nano,True,True,6,Distance Max,15%,110%,110%
613,powder,YOLOv8 Nano,True,True,6,Voronoi,0%,90%,90%
614,powder,YOLOv8 Nano,True,True,6,Voronoi,0%,90%,100%
615,powder,YOLOv8 Nano,True,True,6,Voronoi,0%,90%,110%
616,powder,YOLOv8 Nano,True,True,6,Voronoi,0%,100%,90%
617,powder,YOLOv8 Nano,True,True,6,Voronoi,0%,100%,100%
618,powder,YOLOv8 Nano,True,True,6,Voronoi,0%,100%,110%
619,powder,YOLOv8 Nano,True,True,6,Voronoi,0%,110%,90%
620,powder,YOLOv8 Nano,True,True,6,Voronoi,0%,110%,100%
621,powder,YOLOv8 Nano,True,True,6,Voronoi,0%,110%,110%
622,powder,YOLOv8 Nano,True,True,6,Voronoi,5%,90%,90%
623,powder,YOLOv8 Nano,True,True,6,Voronoi,5%,90%,100%
624,powder,YOLOv8 Nano,True,True,6,Voronoi,5%,90%,110%
625,powder,YOLOv8 Nano,True,True,6,Voronoi,5%,100%,90%
626,powder,YOLOv8 Nano,True,True,6,Voronoi,5%,100%,100%
627,powder,YOLOv8 Nano,True,True,6,Voronoi,5%,100%,110%
628,powder,YOLOv8 Nano,True,True,6,Voronoi,5%,110%,90%
629,powder,YOLOv8 Nano,True,True,6,Voronoi,5%,110%,100%
630,powder,YOLOv8 Nano,True,True,6,Voronoi,5%,110%,110%
631,powder,YOLOv8 Nano,True,True,6,Voronoi,10%,90%,90%
632,powder,YOLOv8 Nano,True,True,6,Voronoi,10%,90%,100%
633,powder,YOLOv8 Nano,True,True,6,Voronoi,10%,90%,110%
634,powder,YOLOv8 Nano,True,True,6,Voronoi,10%,100%,90%
635,powder,YOLOv8 Nano,True,True,6,Voronoi,10%,100%,100%
636,powder,YOLOv8 Nano,True,True,6,Voronoi,10%,100%,110%
637,powder,YOLOv8 Nano,True,True,6,Voronoi,10%,110%,90%
638,powder,YOLOv8 Nano,True,True,6,Voronoi,10%,110%,100%
639,powder,YOLOv8 Nano,True,True,6,Voronoi,10%,110%,110%
640,powder,YOLOv8 Nano,True,True,6,Voronoi,15%,90%,90%
641,powder,YOLOv8 Nano,True,True,6,Voronoi,15%,90%,100%
642,powder,YOLOv8 Nano,True,True,6,Voronoi,15%,90%,110%
643,powder,YOLOv8 Nano,True,True,6,Voronoi,15%,100%,90%
644,powder,YOLOv8 Nano,True,True,6,Voronoi,15%,100%,100%
645,powder,YOLOv8 Nano,True,True,6,Voronoi,15%,100%,110%
646,powder,YOLOv8 Nano,True,True,6,Voronoi,15%,110%,90%
647,powder,YOLOv8 Nano,True,True,6,Voronoi,15%,110%,100%
648,powder,YOLOv8 Nano,True,True,6,Voronoi,15%,110%,110%
649,powder,YOLOv8 Nano,True,True,7,Random,0%,90%,90%
650,powder,YOLOv8 Nano,True,True,7,Random,0%,90%,100%
651,powder,YOLOv8 Nano,True,True,7,Random,0%,90%,110%
652,powder,YOLOv8 Nano,True,True,7,Random,0%,100%,90%
653,powder,YOLOv8 Nano,True,True,7,Random,0%,100%,100%
654,powder,YOLOv8 Nano,True,True,7,Random,0%,100%,110%
655,powder,YOLOv8 Nano,True,True,7,Random,0%,110%,90%
656,powder,YOLOv8 Nano,True,True,7,Random,0%,110%,100%
657,powder,YOLOv8 Nano,True,True,7,Random,0%,110%,110%
658,powder,YOLOv8 Nano,True,True,7,Random,5%,90%,90%
659,powder,YOLOv8 Nano,True,True,7,Random,5%,90%,100%
660,powder,YOLOv8 Nano,True,True,7,Random,5%,90%,110%
661,powder,YOLOv8 Nano,True,True,7,Random,5%,100%,90%
662,powder,YOLOv8 Nano,True,True,7,Random,5%,100%,100%
663,powder,YOLOv8 Nano,True,True,7,Random,5%,100%,110%
664,powder,YOLOv8 Nano,True,True,7,Random,5%,110%,90%
665,powder,YOLOv8 Nano,True,True,7,Random,5%,110%,100%
666,powder,YOLOv8 Nano,True,True,7,Random,5%,110%,110%
667,powder,YOLOv8 Nano,True,True,7,Random,10%,90%,90%
668,powder,YOLOv8 Nano,True,True,7,Random,10%,90%,100%
669,powder,YOLOv8 Nano,True,True,7,Random,10%,90%,110%
670,powder,YOLOv8 Nano,True,True,7,Random,10%,100%,90%
671,powder,YOLOv8 Nano,True,True,7,Random,10%,100%,100%
672,powder,YOLOv8 Nano,True,True,7,Random,10%,100%,110%
673,powder,YOLOv8 Nano,True,True,7,Random,10%,110%,90%
674,powder,YOLOv8 Nano,True,True,7,Random,10%,110%,100%
675,powder,YOLOv8 Nano,True,True,7,Random,10%,110%,110%
676,powder,YOLOv8 Nano,True,True,7,Random,15%,90%,90%
677,powder,YOLOv8 Nano,True,True,7,Random,15%,90%,100%
678,powder,YOLOv8 Nano,True,True,7,Random,15%,90%,110%
679,powder,YOLOv8 Nano,True,True,7,Random,15%,100%,90%
680,powder,YOLOv8 Nano,True,True,7,Random,15%,100%,100%
681,powder,YOLOv8 Nano,True,True,7,Random,15%,100%,110%
682,powder,YOLOv8 Nano,True,True,7,Random,15%,110%,90%
683,powder,YOLOv8 Nano,True,True,7,Random,15%,110%,100%
684,powder,YOLOv8 Nano,True,True,7,Random,15%,110%,110%
685,powder,YOLOv8 Nano,True,True,7,Distance Max,0%,90%,90%
686,powder,YOLOv8 Nano,True,True,7,Distance Max,0%,90%,100%
687,powder,YOLOv8 Nano,True,True,7,Distance Max,0%,90%,110%
688,powder,YOLOv8 Nano,True,True,7,Distance Max,0%,100%,90%
689,powder,YOLOv8 Nano,True,True,7,Distance Max,0%,100%,100%
690,powder,YOLOv8 Nano,True,True,7,Distance Max,0%,100%,110%
691,powder,YOLOv8 Nano,True,True,7,Distance Max,0%,110%,90%
692,powder,YOLOv8 Nano,True,True,7,Distance Max,0%,110%,100%
693,powder,YOLOv8 Nano,True,True,7,Distance Max,0%,110%,110%
694,powder,YOLOv8 Nano,True,True,7,Distance Max,5%,90%,90%
695,powder,YOLOv8 Nano,True,True,7,Distance Max,5%,90%,100%
696,powder,YOLOv8 Nano,True,True,7,Distance Max,5%,90%,110%
697,powder,YOLOv8 Nano,True,True,7,Distance Max,5%,100%,90%
698,powder,YOLOv8 Nano,True,True,7,Distance Max,5%,100%,100%
699,powder,YOLOv8 Nano,True,True,7,Distance Max,5%,100%,110%
700,powder,YOLOv8 Nano,True,True,7,Distance Max,5%,110%,90%
701,powder,YOLOv8 Nano,True,True,7,Distance Max,5%,110%,100%
702,powder,YOLOv8 Nano,True,True,7,Distance Max,5%,110%,110%
703,powder,YOLOv8 Nano,True,True,7,Distance Max,10%,90%,90%
704,powder,YOLOv8 Nano,True,True,7,Distance Max,10%,90%,100%
705,powder,YOLOv8 Nano,True,True,7,Distance Max,10%,90%,110%
706,powder,YOLOv8 Nano,True,True,7,Distance Max,10%,100%,90%
707,powder,YOLOv8 Nano,True,True,7,Distance Max,10%,100%,100%
708,powder,YOLOv8 Nano,True,True,7,Distance Max,10%,100%,110%
709,powder,YOLOv8 Nano,True,True,7,Distance Max,10%,110%,90%
710,powder,YOLOv8 Nano,True,True,7,Distance Max,10%,110%,100%
711,powder,YOLOv8 Nano,True,True,7,Distance Max,10%,110%,110%
712,powder,YOLOv8 Nano,True,True,7,Distance Max,15%,90%,90%
713,powder,YOLOv8 Nano,True,True,7,Distance Max,15%,90%,100%
714,powder,YOLOv8 Nano,True,True,7,Distance Max,15%,90%,110%
715,powder,YOLOv8 Nano,True,True,7,Distance Max,15%,100%,90%
716,powder,YOLOv8 Nano,True,True,7,Distance Max,15%,100%,100%
717,powder,YOLOv8 Nano,True,True,7,Distance Max,15%,100%,110%
718,powder,YOLOv8 Nano,True,True,7,Distance Max,15%,110%,90%
719,powder,YOLOv8 Nano,True,True,7,Distance Max,15%,110%,100%
720,powder,YOLOv8 Nano,True,True,7,Distance Max,15%,110%,110%
721,powder,YOLOv8 Nano,True,True,7,Voronoi,0%,90%,90%
722,powder,YOLOv8 Nano,True,True,7,Voronoi,0%,90%,100%
723,powder,YOLOv8 Nano,True,True,7,Voronoi,0%,90%,110%
724,powder,YOLOv8 Nano,True,True,7,Voronoi,0%,100%,90%
725,powder,YOLOv8 Nano,True,True,7,Voronoi,0%,100%,100%
726,powder,YOLOv8 Nano,True,True,7,Voronoi,0%,100%,110%
727,powder,YOLOv8 Nano,True,True,7,Voronoi,0%,110%,90%
728,powder,YOLOv8 Nano,True,True,7,Voronoi,0%,110%,100%
729,powder,YOLOv8 Nano,True,True,7,Voronoi,0%,110%,110%
730,powder,YOLOv8 Nano,True,True,7,Voronoi,5%,90%,90%
731,powder,YOLOv8 Nano,True,True,7,Voronoi,5%,90%,100%
732,powder,YOLOv8 Nano,True,True,7,Voronoi,5%,90%,110%
733,powder,YOLOv8 Nano,True,True,7,Voronoi,5%,100%,90%
734,powder,YOLOv8 Nano,True,True,7,Voronoi,5%,100%,100%
735,powder,YOLOv8 Nano,True,True,7,Voronoi,5%,100%,110%
736,powder,YOLOv8 Nano,True,True,7,Voronoi,5%,110%,90%
737,powder,YOLOv8 Nano,True,True,7,Voronoi,5%,110%,100%
738,powder,YOLOv8 Nano,True,True,7,Voronoi,5%,110%,110%
739,powder,YOLOv8 Nano,True,True,7,Voronoi,10%,90%,90%
740,powder,YOLOv8 Nano,True,True,7,Voronoi,10%,90%,100%
741,powder,YOLOv8 Nano,True,True,7,Voronoi,10%,90%,110%
742,powder,YOLOv8 Nano,True,True,7,Voronoi,10%,100%,90%
743,powder,YOLOv8 Nano,True,True,7,Voronoi,10%,100%,100%
744,powder,YOLOv8 Nano,True,True,7,Voronoi,10%,100%,110%
745,powder,YOLOv8 Nano,True,True,7,Voronoi,10%,110%,90%
746,powder,YOLOv8 Nano,True,True,7,Voronoi,10%,110%,100%
747,powder,YOLOv8 Nano,True,True,7,Voronoi,10%,110%,110%
748,powder,YOLOv8 Nano,True,True,7,Voronoi,15%,90%,90%
749,powder,YOLOv8 Nano,True,True,7,Voronoi,15%,90%,100%
750,powder,YOLOv8 Nano,True,True,7,Voronoi,15%,90%,110%
751,powder,YOLOv8 Nano,True,True,7,Voronoi,15%,100%,90%
752,powder,YOLOv8 Nano,True,True,7,Voronoi,15%,100%,100%
753,powder,YOLOv8 Nano,True,True,7,Voronoi,15%,100%,110%
754,powder,YOLOv8 Nano,True,True,7,Voronoi,15%,110%,90%
755,powder,YOLOv8 Nano,True,True,7,Voronoi,15%,110%,100%
756,powder,YOLOv8 Nano,True,True,7,Voronoi,15%,110%,110%
757,powder,YOLOv8 Nano,True,False,1,Random,0%,90%,N/A
758,powder,YOLOv8 Nano,True,False,1,Random,0%,100%,N/A
759,powder,YOLOv8 Nano,True,False,1,Random,0%,110%,N/A
