ID,Dataset,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,avg_sam_mask_AP_50_95
1640,powder,YOLOv8 X-Large,True,True,3,Voronoi,0%,110%,100%,0.6195081543723184
1641,powder,YOLOv8 X-Large,True,True,3,Voronoi,0%,110%,110%,0.6222012515011723
1642,powder,YOLOv8 X-Large,True,True,3,Voronoi,5%,90%,90%,0.674310627188915
1643,powder,YOLOv8 X-Large,True,True,3,Voronoi,5%,90%,100%,0.6833260836859433
1644,powder,YOLOv8 X-Large,True,True,3,Voronoi,5%,90%,110%,0.6755469133973707
1645,powder,YOLOv8 X-Large,True,True,3,Voronoi,5%,100%,90%,0.6518615447298882
1646,powder,YOLOv8 X-Large,True,True,3,Voronoi,5%,100%,100%,0.653054819997777
1647,powder,YOLOv8 X-Large,True,True,3,Voronoi,5%,100%,110%,0.6522538246150642
1648,powder,YOLOv8 X-Large,True,True,3,Voronoi,5%,110%,90%,0.6172179432330184
1649,powder,YOLOv8 X-Large,True,True,3,Voronoi,5%,110%,100%,0.6205141015628693
1650,powder,YOLOv8 X-Large,True,True,3,Voronoi,5%,110%,110%,0.6204839338427469
1651,powder,YOLOv8 X-Large,True,True,3,Voronoi,10%,90%,90%,0.6874323119231334
1652,powder,YOLOv8 X-Large,True,True,3,Voronoi,10%,90%,100%,0.6870193189271256
1653,powder,YOLOv8 X-Large,True,True,3,Voronoi,10%,90%,110%,0.6919486100876329
1654,powder,YOLOv8 X-Large,True,True,3,Voronoi,10%,100%,90%,0.6561012423940177
1655,powder,YOLOv8 X-Large,True,True,3,Voronoi,10%,100%,100%,0.636599605161122
1656,powder,YOLOv8 X-Large,True,True,3,Voronoi,10%,100%,110%,0.6493213694737902
1657,powder,YOLOv8 X-Large,True,True,3,Voronoi,10%,110%,90%,0.6166433180251214
1658,powder,YOLOv8 X-Large,True,True,3,Voronoi,10%,110%,100%,0.5964545379563351
1659,powder,YOLOv8 X-Large,True,True,3,Voronoi,10%,110%,110%,0.6175134100628668
1660,powder,YOLOv8 X-Large,True,True,3,Voronoi,15%,90%,90%,0.6842100720291198
1661,powder,YOLOv8 X-Large,True,True,3,Voronoi,15%,90%,100%,0.6809705647924543
1662,powder,YOLOv8 X-Large,True,True,3,Voronoi,15%,90%,110%,0.6442768556822285
1663,powder,YOLOv8 X-Large,True,True,3,Voronoi,15%,100%,90%,0.630082858050434
1664,powder,YOLOv8 X-Large,True,True,3,Voronoi,15%,100%,100%,0.6514861542521738
1665,powder,YOLOv8 X-Large,True,True,3,Voronoi,15%,100%,110%,0.6616847222872732
1666,powder,YOLOv8 X-Large,True,True,3,Voronoi,15%,110%,90%,0.6294272950149347
1667,powder,YOLOv8 X-Large,True,True,3,Voronoi,15%,110%,100%,0.6071269179412052
1668,powder,YOLOv8 X-Large,True,True,3,Voronoi,15%,110%,110%,0.6362187085946979
1669,powder,YOLOv8 X-Large,True,True,4,Random,0%,90%,90%,0.6460392890521609
1670,powder,YOLOv8 X-Large,True,True,4,Random,0%,90%,100%,0.6476392708777617
1671,powder,YOLOv8 X-Large,True,True,4,Random,0%,90%,110%,0.6528264394029558
1672,powder,YOLOv8 X-Large,True,True,4,Random,0%,100%,90%,0.6167885496472679
1673,powder,YOLOv8 X-Large,True,True,4,Random,0%,100%,100%,0.6074737682275977
1674,powder,YOLOv8 X-Large,True,True,4,Random,0%,100%,110%,0.6211862617123849
1675,powder,YOLOv8 X-Large,True,True,4,Random,0%,110%,90%,0.5496320961620493
1676,powder,YOLOv8 X-Large,True,True,4,Random,0%,110%,100%,0.5614657847721014
1677,powder,YOLOv8 X-Large,True,True,4,Random,0%,110%,110%,0.5742356669397524
1678,powder,YOLOv8 X-Large,True,True,4,Random,5%,90%,90%,0.6569514072555223
1679,powder,YOLOv8 X-Large,True,True,4,Random,5%,90%,100%,0.6625521562978537
1680,powder,YOLOv8 X-Large,True,True,4,Random,5%,90%,110%,0.6543328023517291
1681,powder,YOLOv8 X-Large,True,True,4,Random,5%,100%,90%,0.6220790330179549
1682,powder,YOLOv8 X-Large,True,True,4,Random,5%,100%,100%,0.6265061577503499
1683,powder,YOLOv8 X-Large,True,True,4,Random,5%,100%,110%,0.6488522914767871
1684,powder,YOLOv8 X-Large,True,True,4,Random,5%,110%,90%,0.5887807378170238
1685,powder,YOLOv8 X-Large,True,True,4,Random,5%,110%,100%,0.5854574912815631
1686,powder,YOLOv8 X-Large,True,True,4,Random,5%,110%,110%,0.6161743514031175
1687,powder,YOLOv8 X-Large,True,True,4,Random,10%,90%,90%,0.6879933988489193
1688,powder,YOLOv8 X-Large,True,True,4,Random,10%,90%,100%,0.6843438715122653
1689,powder,YOLOv8 X-Large,True,True,4,Random,10%,90%,110%,0.6611002740775045
1690,powder,YOLOv8 X-Large,True,True,4,Random,10%,100%,90%,0.6352007281699735
1691,powder,YOLOv8 X-Large,True,True,4,Random,10%,100%,100%,0.6325244223276933
1692,powder,YOLOv8 X-Large,True,True,4,Random,10%,100%,110%,0.6499010774323009
1693,powder,YOLOv8 X-Large,True,True,4,Random,10%,110%,90%,0.5900400911115512
1694,powder,YOLOv8 X-Large,True,True,4,Random,10%,110%,100%,0.5962957994291446
1695,powder,YOLOv8 X-Large,True,True,4,Random,10%,110%,110%,0.5192709902050657
1696,powder,YOLOv8 X-Large,True,True,4,Random,15%,90%,90%,0.6321768848129308
1697,powder,YOLOv8 X-Large,True,True,4,Random,15%,90%,100%,0.6781084647358984
1698,powder,YOLOv8 X-Large,True,True,4,Random,15%,90%,110%,0.658184369001482
1699,powder,YOLOv8 X-Large,True,True,4,Random,15%,100%,90%,0.6323295352948529
1700,powder,YOLOv8 X-Large,True,True,4,Random,15%,100%,100%,0.6674676645775078
1701,powder,YOLOv8 X-Large,True,True,4,Random,15%,100%,110%,0.6383735086186346
1702,powder,YOLOv8 X-Large,True,True,4,Random,15%,110%,90%,0.6048761283029188
1703,powder,YOLOv8 X-Large,True,True,4,Random,15%,110%,100%,0.5858464800819981
1704,powder,YOLOv8 X-Large,True,True,4,Random,15%,110%,110%,0.6125677142141153
1705,powder,YOLOv8 X-Large,True,True,4,Distance Max,0%,90%,90%,0.5890255905848912
1706,powder,YOLOv8 X-Large,True,True,4,Distance Max,0%,90%,100%,0.5498684741236524
1707,powder,YOLOv8 X-Large,True,True,4,Distance Max,0%,90%,110%,0.5707734645179171
1708,powder,YOLOv8 X-Large,True,True,4,Distance Max,0%,100%,90%,0.48685502974480105
1709,powder,YOLOv8 X-Large,True,True,4,Distance Max,0%,100%,100%,0.4742399538165998
1710,powder,YOLOv8 X-Large,True,True,4,Distance Max,0%,100%,110%,0.5074229015915378
1711,powder,YOLOv8 X-Large,True,True,4,Distance Max,0%,110%,90%,0.42509926059244635
1712,powder,YOLOv8 X-Large,True,True,4,Distance Max,0%,110%,100%,0.4543703056009235
1713,powder,YOLOv8 X-Large,True,True,4,Distance Max,0%,110%,110%,0.461664790992217
1714,powder,YOLOv8 X-Large,True,True,4,Distance Max,5%,90%,90%,0.5874088928688596
1715,powder,YOLOv8 X-Large,True,True,4,Distance Max,5%,90%,100%,0.612479843339271
1716,powder,YOLOv8 X-Large,True,True,4,Distance Max,5%,90%,110%,0.5886404747123867
1717,powder,YOLOv8 X-Large,True,True,4,Distance Max,5%,100%,90%,0.548119146259625
1718,powder,YOLOv8 X-Large,True,True,4,Distance Max,5%,100%,100%,0.5336892270989804
1719,powder,YOLOv8 X-Large,True,True,4,Distance Max,5%,100%,110%,0.5490441915992481
1720,powder,YOLOv8 X-Large,True,True,4,Distance Max,5%,110%,90%,0.4927628185162838
1721,powder,YOLOv8 X-Large,True,True,4,Distance Max,5%,110%,100%,0.49603733197615263
1722,powder,YOLOv8 X-Large,True,True,4,Distance Max,5%,110%,110%,0.4930986559888031
1723,powder,YOLOv8 X-Large,True,True,4,Distance Max,10%,90%,90%,0.5902011788916589
1724,powder,YOLOv8 X-Large,True,True,4,Distance Max,10%,90%,100%,0.5848621879882605
1725,powder,YOLOv8 X-Large,True,True,4,Distance Max,10%,90%,110%,0.6095464954473376
1726,powder,YOLOv8 X-Large,True,True,4,Distance Max,10%,100%,90%,0.5717855615313949
1727,powder,YOLOv8 X-Large,True,True,4,Distance Max,10%,100%,100%,0.5679978057089152
1728,powder,YOLOv8 X-Large,True,True,4,Distance Max,10%,100%,110%,0.5687611771084573
1729,powder,YOLOv8 X-Large,True,True,4,Distance Max,10%,110%,90%,0.5676502537134387
1730,powder,YOLOv8 X-Large,True,True,4,Distance Max,10%,110%,100%,0.5141328864339144
1731,powder,YOLOv8 X-Large,True,True,4,Distance Max,10%,110%,110%,0.5449843816083157
1732,powder,YOLOv8 X-Large,True,True,4,Distance Max,15%,90%,90%,0.6544571987260385
1733,powder,YOLOv8 X-Large,True,True,4,Distance Max,15%,90%,100%,0.6193032141906012
1734,powder,YOLOv8 X-Large,True,True,4,Distance Max,15%,90%,110%,0.6346404034103361
1735,powder,YOLOv8 X-Large,True,True,4,Distance Max,15%,100%,90%,0.6171232644681218
1736,powder,YOLOv8 X-Large,True,True,4,Distance Max,15%,100%,100%,0.5694827527594774
1737,powder,YOLOv8 X-Large,True,True,4,Distance Max,15%,100%,110%,0.5713455576642155
1738,powder,YOLOv8 X-Large,True,True,4,Distance Max,15%,110%,90%,0.5429229164564409
1739,powder,YOLOv8 X-Large,True,True,4,Distance Max,15%,110%,100%,0.5273396659970294
1740,powder,YOLOv8 X-Large,True,True,4,Distance Max,15%,110%,110%,0.5197433881320237
1741,powder,YOLOv8 X-Large,True,True,4,Voronoi,0%,90%,90%,0.6266563158641417
1742,powder,YOLOv8 X-Large,True,True,4,Voronoi,0%,90%,100%,0.6501384252619338
1743,powder,YOLOv8 X-Large,True,True,4,Voronoi,0%,90%,110%,0.6688095711566869
1744,powder,YOLOv8 X-Large,True,True,4,Voronoi,0%,100%,90%,0.6281084058881017
1745,powder,YOLOv8 X-Large,True,True,4,Voronoi,0%,100%,100%,0.6282386483897495
1746,powder,YOLOv8 X-Large,True,True,4,Voronoi,0%,100%,110%,0.6280328412175626
1747,powder,YOLOv8 X-Large,True,True,4,Voronoi,0%,110%,90%,0.60645225389491
1748,powder,YOLOv8 X-Large,True,True,4,Voronoi,0%,110%,100%,0.5938284015966111
1749,powder,YOLOv8 X-Large,True,True,4,Voronoi,0%,110%,110%,0.6070110758611015
1750,powder,YOLOv8 X-Large,True,True,4,Voronoi,5%,90%,90%,0.6709459962629943
1751,powder,YOLOv8 X-Large,True,True,4,Voronoi,5%,90%,100%,0.6469397206147881
1752,powder,YOLOv8 X-Large,True,True,4,Voronoi,5%,90%,110%,0.6841522863746864
1753,powder,YOLOv8 X-Large,True,True,4,Voronoi,5%,100%,90%,0.6461340001921113
1754,powder,YOLOv8 X-Large,True,True,4,Voronoi,5%,100%,100%,0.6361370533386359
1755,powder,YOLOv8 X-Large,True,True,4,Voronoi,5%,100%,110%,0.5815188090871972
1756,powder,YOLOv8 X-Large,True,True,4,Voronoi,5%,110%,90%,0.6129251272527945
1757,powder,YOLOv8 X-Large,True,True,4,Voronoi,5%,110%,100%,0.5740450665508041
1758,powder,YOLOv8 X-Large,True,True,4,Voronoi,5%,110%,110%,0.5744071064958503
1759,powder,YOLOv8 X-Large,True,True,4,Voronoi,10%,90%,90%,0.6624293324142818
1760,powder,YOLOv8 X-Large,True,True,4,Voronoi,10%,90%,100%,0.6643670636305763
1761,powder,YOLOv8 X-Large,True,True,4,Voronoi,10%,90%,110%,0.6580974391979141
1762,powder,YOLOv8 X-Large,True,True,4,Voronoi,10%,100%,90%,0.6199761397590688
1763,powder,YOLOv8 X-Large,True,True,4,Voronoi,10%,100%,100%,0.6407277103898268
1764,powder,YOLOv8 X-Large,True,True,4,Voronoi,10%,100%,110%,0.6648735406749507
1765,powder,YOLOv8 X-Large,True,True,4,Voronoi,10%,110%,90%,0.6350712053590363
1766,powder,YOLOv8 X-Large,True,True,4,Voronoi,10%,110%,100%,0.5737517886157131
1767,powder,YOLOv8 X-Large,True,True,4,Voronoi,10%,110%,110%,0.5891767108135072
1768,powder,YOLOv8 X-Large,True,True,4,Voronoi,15%,90%,90%,0.6615106427909215
1769,powder,YOLOv8 X-Large,True,True,4,Voronoi,15%,90%,100%,0.6704799350104568
1770,powder,YOLOv8 X-Large,True,True,4,Voronoi,15%,90%,110%,0.6691521989994862
1771,powder,YOLOv8 X-Large,True,True,4,Voronoi,15%,100%,90%,0.6503128807555169
1772,powder,YOLOv8 X-Large,True,True,4,Voronoi,15%,100%,100%,0.6346957538035698
1773,powder,YOLOv8 X-Large,True,True,4,Voronoi,15%,100%,110%,0.6250565791043834
1774,powder,YOLOv8 X-Large,True,True,4,Voronoi,15%,110%,90%,0.6138352769487558
1775,powder,YOLOv8 X-Large,True,True,4,Voronoi,15%,110%,100%,0.5956363637987929
1776,powder,YOLOv8 X-Large,True,True,4,Voronoi,15%,110%,110%,0.5986940847505129
1777,powder,YOLOv8 X-Large,True,True,5,Random,0%,90%,90%,0.6548658816392086
1778,powder,YOLOv8 X-Large,True,True,5,Random,0%,90%,100%,0.6308177692295945
1779,powder,YOLOv8 X-Large,True,True,5,Random,0%,90%,110%,0.6453738149307594
1780,powder,YOLOv8 X-Large,True,True,5,Random,0%,100%,90%,0.6007952533308069
1781,powder,YOLOv8 X-Large,True,True,5,Random,0%,100%,100%,0.6239164591512996
1782,powder,YOLOv8 X-Large,True,True,5,Random,0%,100%,110%,0.5933616241317874
1783,powder,YOLOv8 X-Large,True,True,5,Random,0%,110%,90%,0.5449285418585892
1784,powder,YOLOv8 X-Large,True,True,5,Random,0%,110%,100%,0.5657884889774106
1785,powder,YOLOv8 X-Large,True,True,5,Random,0%,110%,110%,0.580439278746893
1786,powder,YOLOv8 X-Large,True,True,5,Random,5%,90%,90%,0.6561937219013309
1787,powder,YOLOv8 X-Large,True,True,5,Random,5%,90%,100%,0.6408996693849893
1788,powder,YOLOv8 X-Large,True,True,5,Random,5%,90%,110%,0.6301957186906849
1789,powder,YOLOv8 X-Large,True,True,5,Random,5%,100%,90%,0.6196941331254558
1790,powder,YOLOv8 X-Large,True,True,5,Random,5%,100%,100%,0.672576191230268
1791,powder,YOLOv8 X-Large,True,True,5,Random,5%,100%,110%,0.599263129328927
1792,powder,YOLOv8 X-Large,True,True,5,Random,5%,110%,90%,0.5744218069780355
1793,powder,YOLOv8 X-Large,True,True,5,Random,5%,110%,100%,0.5786305873267386
1794,powder,YOLOv8 X-Large,True,True,5,Random,5%,110%,110%,0.5973727699899116
1795,powder,YOLOv8 X-Large,True,True,5,Random,10%,90%,90%,0.6481954134384033
1796,powder,YOLOv8 X-Large,True,True,5,Random,10%,90%,100%,0.6685952878321737
1797,powder,YOLOv8 X-Large,True,True,5,Random,10%,90%,110%,0.6335157587298993
1798,powder,YOLOv8 X-Large,True,True,5,Random,10%,100%,90%,0.6107563230687352
1799,powder,YOLOv8 X-Large,True,True,5,Random,10%,100%,100%,0.6151969992884132
1800,powder,YOLOv8 X-Large,True,True,5,Random,10%,100%,110%,0.6214291704798756
1801,powder,YOLOv8 X-Large,True,True,5,Random,10%,110%,90%,0.6101036350648572
1802,powder,YOLOv8 X-Large,True,True,5,Random,10%,110%,100%,0.5784893312582952
1803,powder,YOLOv8 X-Large,True,True,5,Random,10%,110%,110%,0.5670917703580952
1804,powder,YOLOv8 X-Large,True,True,5,Random,15%,90%,90%,0.6580364252147849
1805,powder,YOLOv8 X-Large,True,True,5,Random,15%,90%,100%,0.6437229928587677
1806,powder,YOLOv8 X-Large,True,True,5,Random,15%,90%,110%,0.658934606696814
1807,powder,YOLOv8 X-Large,True,True,5,Random,15%,100%,90%,0.6047675848605873
1808,powder,YOLOv8 X-Large,True,True,5,Random,15%,100%,100%,0.637312467423311
1809,powder,YOLOv8 X-Large,True,True,5,Random,15%,100%,110%,0.609756229894091
1810,powder,YOLOv8 X-Large,True,True,5,Random,15%,110%,90%,0.5841545200352529
1811,powder,YOLOv8 X-Large,True,True,5,Random,15%,110%,100%,0.5843218053216109
1812,powder,YOLOv8 X-Large,True,True,5,Random,15%,110%,110%,0.5985993499628919
1813,powder,YOLOv8 X-Large,True,True,5,Distance Max,0%,90%,90%,0.4940910394254015
1814,powder,YOLOv8 X-Large,True,True,5,Distance Max,0%,90%,100%,0.4565230336935778
1815,powder,YOLOv8 X-Large,True,True,5,Distance Max,0%,90%,110%,0.46460919399371786
1816,powder,YOLOv8 X-Large,True,True,5,Distance Max,0%,100%,90%,0.42158916735876645
1817,powder,YOLOv8 X-Large,True,True,5,Distance Max,0%,100%,100%,0.3842129534278672
1818,powder,YOLOv8 X-Large,True,True,5,Distance Max,0%,100%,110%,0.4163945390030451
1819,powder,YOLOv8 X-Large,True,True,5,Distance Max,0%,110%,90%,0.36728270511146927
1820,powder,YOLOv8 X-Large,True,True,5,Distance Max,0%,110%,100%,0.3567746160382539
1821,powder,YOLOv8 X-Large,True,True,5,Distance Max,0%,110%,110%,0.3573469527171816
1822,powder,YOLOv8 X-Large,True,True,5,Distance Max,5%,90%,90%,0.5330339148864727
1823,powder,YOLOv8 X-Large,True,True,5,Distance Max,5%,90%,100%,0.5416576658196073
1824,powder,YOLOv8 X-Large,True,True,5,Distance Max,5%,90%,110%,0.528231023646614
1825,powder,YOLOv8 X-Large,True,True,5,Distance Max,5%,100%,90%,0.497552812126513
1826,powder,YOLOv8 X-Large,True,True,5,Distance Max,5%,100%,100%,0.49569463985066026
1827,powder,YOLOv8 X-Large,True,True,5,Distance Max,5%,100%,110%,0.4998071619256056
1828,powder,YOLOv8 X-Large,True,True,5,Distance Max,5%,110%,90%,0.44258815859639916
1829,powder,YOLOv8 X-Large,True,True,5,Distance Max,5%,110%,100%,0.42284395083042875
1830,powder,YOLOv8 X-Large,True,True,5,Distance Max,5%,110%,110%,0.43834179664867245
1831,powder,YOLOv8 X-Large,True,True,5,Distance Max,10%,90%,90%,0.5550292323861561
1832,powder,YOLOv8 X-Large,True,True,5,Distance Max,10%,90%,100%,0.5703681190821092
1833,powder,YOLOv8 X-Large,True,True,5,Distance Max,10%,90%,110%,0.5580574529965447
1834,powder,YOLOv8 X-Large,True,True,5,Distance Max,10%,100%,90%,0.5435075375044277
1835,powder,YOLOv8 X-Large,True,True,5,Distance Max,10%,100%,100%,0.5367907623196334
1836,powder,YOLOv8 X-Large,True,True,5,Distance Max,10%,100%,110%,0.5152702330395207
1837,powder,YOLOv8 X-Large,True,True,5,Distance Max,10%,110%,90%,0.4715515381141031
1838,powder,YOLOv8 X-Large,True,True,5,Distance Max,10%,110%,100%,0.49578007151558506
1839,powder,YOLOv8 X-Large,True,True,5,Distance Max,10%,110%,110%,0.434560227035638
1840,powder,YOLOv8 X-Large,True,True,5,Distance Max,15%,90%,90%,0.4891101417648255
1841,powder,YOLOv8 X-Large,True,True,5,Distance Max,15%,90%,100%,0.5012216954581296
1842,powder,YOLOv8 X-Large,True,True,5,Distance Max,15%,90%,110%,0.453634939965233
1843,powder,YOLOv8 X-Large,True,True,5,Distance Max,15%,100%,90%,0.43080122929681064
1844,powder,YOLOv8 X-Large,True,True,5,Distance Max,15%,100%,100%,0.43839430906424465
1845,powder,YOLOv8 X-Large,True,True,5,Distance Max,15%,100%,110%,0.4493591516490307
1846,powder,YOLOv8 X-Large,True,True,5,Distance Max,15%,110%,90%,0.39904233171025244
1847,powder,YOLOv8 X-Large,True,True,5,Distance Max,15%,110%,100%,0.36903239398255855
1848,powder,YOLOv8 X-Large,True,True,5,Distance Max,15%,110%,110%,0.4141358499622978
1849,powder,YOLOv8 X-Large,True,True,5,Voronoi,0%,90%,90%,0.6310320373151272
1850,powder,YOLOv8 X-Large,True,True,5,Voronoi,0%,90%,100%,0.633799908940438
1851,powder,YOLOv8 X-Large,True,True,5,Voronoi,0%,90%,110%,0.6498007853210851
1852,powder,YOLOv8 X-Large,True,True,5,Voronoi,0%,100%,90%,0.6285446674108025
1853,powder,YOLOv8 X-Large,True,True,5,Voronoi,0%,100%,100%,0.6030043392225932
1854,powder,YOLOv8 X-Large,True,True,5,Voronoi,0%,100%,110%,0.5987315483454356
1855,powder,YOLOv8 X-Large,True,True,5,Voronoi,0%,110%,90%,0.5607604705160961
1856,powder,YOLOv8 X-Large,True,True,5,Voronoi,0%,110%,100%,0.5141076771024842
1857,powder,YOLOv8 X-Large,True,True,5,Voronoi,0%,110%,110%,0.5901426488125222
1858,powder,YOLOv8 X-Large,True,True,5,Voronoi,5%,90%,90%,0.6369260069040641
1859,powder,YOLOv8 X-Large,True,True,5,Voronoi,5%,90%,100%,0.6379455902440034
1860,powder,YOLOv8 X-Large,True,True,5,Voronoi,5%,90%,110%,0.615463002785845
1861,powder,YOLOv8 X-Large,True,True,5,Voronoi,5%,100%,90%,0.6343795446599193
1862,powder,YOLOv8 X-Large,True,True,5,Voronoi,5%,100%,100%,0.6109706448341604
1863,powder,YOLOv8 X-Large,True,True,5,Voronoi,5%,100%,110%,0.6150202336980217
1864,powder,YOLOv8 X-Large,True,True,5,Voronoi,5%,110%,90%,0.590756049146995
1865,powder,YOLOv8 X-Large,True,True,5,Voronoi,5%,110%,100%,0.5827755792018368
1866,powder,YOLOv8 X-Large,True,True,5,Voronoi,5%,110%,110%,0.5757406393020907
1867,powder,YOLOv8 X-Large,True,True,5,Voronoi,10%,90%,90%,0.6511285306550414
1868,powder,YOLOv8 X-Large,True,True,5,Voronoi,10%,90%,100%,0.6568531189430413
1869,powder,YOLOv8 X-Large,True,True,5,Voronoi,10%,90%,110%,0.6460992371022755
1870,powder,YOLOv8 X-Large,True,True,5,Voronoi,10%,100%,90%,0.6079131378976937
1871,powder,YOLOv8 X-Large,True,True,5,Voronoi,10%,100%,100%,0.611959138945425
1872,powder,YOLOv8 X-Large,True,True,5,Voronoi,10%,100%,110%,0.6165780036861709
1873,powder,YOLOv8 X-Large,True,True,5,Voronoi,10%,110%,90%,0.572070118046083
1874,powder,YOLOv8 X-Large,True,True,5,Voronoi,10%,110%,100%,0.5769841734312966
1875,powder,YOLOv8 X-Large,True,True,5,Voronoi,10%,110%,110%,0.5857239404359772
1876,powder,YOLOv8 X-Large,True,True,5,Voronoi,15%,90%,90%,0.6388833684700767
1877,powder,YOLOv8 X-Large,True,True,5,Voronoi,15%,90%,100%,0.6438038910049764
1878,powder,YOLOv8 X-Large,True,True,5,Voronoi,15%,90%,110%,0.6500424336002247
1879,powder,YOLOv8 X-Large,True,True,5,Voronoi,15%,100%,90%,0.6054634206916554
1880,powder,YOLOv8 X-Large,True,True,5,Voronoi,15%,100%,100%,0.6025179348111591
1881,powder,YOLOv8 X-Large,True,True,5,Voronoi,15%,100%,110%,0.5874017156526513
1882,powder,YOLOv8 X-Large,True,True,5,Voronoi,15%,110%,90%,0.6035576437862891
1883,powder,YOLOv8 X-Large,True,True,5,Voronoi,15%,110%,100%,0.5738937059191381
1884,powder,YOLOv8 X-Large,True,True,5,Voronoi,15%,110%,110%,0.577488573563475
1885,powder,YOLOv8 X-Large,True,True,6,Random,0%,90%,90%,0.6229711894264995
1886,powder,YOLOv8 X-Large,True,True,6,Random,0%,90%,100%,0.610653064927909
1887,powder,YOLOv8 X-Large,True,True,6,Random,0%,90%,110%,0.6179069626727911
1888,powder,YOLOv8 X-Large,True,True,6,Random,0%,100%,90%,0.578308479035445
1889,powder,YOLOv8 X-Large,True,True,6,Random,0%,100%,100%,0.5992366471793651
1890,powder,YOLOv8 X-Large,True,True,6,Random,0%,100%,110%,0.5734560499986467
1891,powder,YOLOv8 X-Large,True,True,6,Random,0%,110%,90%,0.5582173090933112
1892,powder,YOLOv8 X-Large,True,True,6,Random,0%,110%,100%,0.5640622617070477
1893,powder,YOLOv8 X-Large,True,True,6,Random,0%,110%,110%,0.5256506094571037
1894,powder,YOLOv8 X-Large,True,True,6,Random,5%,90%,90%,0.6167409310631957
1895,powder,YOLOv8 X-Large,True,True,6,Random,5%,90%,100%,0.6343883942172
1896,powder,YOLOv8 X-Large,True,True,6,Random,5%,90%,110%,0.642512024883899
1897,powder,YOLOv8 X-Large,True,True,6,Random,5%,100%,90%,0.5753323060802624
1898,powder,YOLOv8 X-Large,True,True,6,Random,5%,100%,100%,0.5950083559913092
1899,powder,YOLOv8 X-Large,True,True,6,Random,5%,100%,110%,0.5938594557645591
1900,powder,YOLOv8 X-Large,True,True,6,Random,5%,110%,90%,0.5454190821437636
1901,powder,YOLOv8 X-Large,True,True,6,Random,5%,110%,100%,0.5615992244909189
1902,powder,YOLOv8 X-Large,True,True,6,Random,5%,110%,110%,0.5599617360583395
1903,powder,YOLOv8 X-Large,True,True,6,Random,10%,90%,90%,0.6402841048265181
1904,powder,YOLOv8 X-Large,True,True,6,Random,10%,90%,100%,0.6558284026053134
1905,powder,YOLOv8 X-Large,True,True,6,Random,10%,90%,110%,0.6376175897203047
1906,powder,YOLOv8 X-Large,True,True,6,Random,10%,100%,90%,0.6109369970243353
1907,powder,YOLOv8 X-Large,True,True,6,Random,10%,100%,100%,0.6074696987273197
1908,powder,YOLOv8 X-Large,True,True,6,Random,10%,100%,110%,0.5955278848916881
1909,powder,YOLOv8 X-Large,True,True,6,Random,10%,110%,90%,0.5305833285465342
1910,powder,YOLOv8 X-Large,True,True,6,Random,10%,110%,100%,0.5529558984553858
1911,powder,YOLOv8 X-Large,True,True,6,Random,10%,110%,110%,0.5526046116440955
1912,powder,YOLOv8 X-Large,True,True,6,Random,15%,90%,90%,0.640008843349998
1913,powder,YOLOv8 X-Large,True,True,6,Random,15%,90%,100%,0.6360620093333633
1914,powder,YOLOv8 X-Large,True,True,6,Random,15%,90%,110%,0.6541428034518739
1915,powder,YOLOv8 X-Large,True,True,6,Random,15%,100%,90%,0.5918202948222434
1916,powder,YOLOv8 X-Large,True,True,6,Random,15%,100%,100%,0.5860617312543317
1917,powder,YOLOv8 X-Large,True,True,6,Random,15%,100%,110%,0.6122263960987785
1918,powder,YOLOv8 X-Large,True,True,6,Random,15%,110%,90%,0.6178616135386903
1919,powder,YOLOv8 X-Large,True,True,6,Random,15%,110%,100%,0.5636772068269814
1920,powder,YOLOv8 X-Large,True,True,6,Random,15%,110%,110%,0.5501952822176883
1921,powder,YOLOv8 X-Large,True,True,6,Distance Max,0%,90%,90%,0.4170380059315001
1922,powder,YOLOv8 X-Large,True,True,6,Distance Max,0%,90%,100%,0.4199856119350561
1923,powder,YOLOv8 X-Large,True,True,6,Distance Max,0%,90%,110%,0.4171988781266017
1924,powder,YOLOv8 X-Large,True,True,6,Distance Max,0%,100%,90%,0.36099445831801663
1925,powder,YOLOv8 X-Large,True,True,6,Distance Max,0%,100%,100%,0.36877967617476426
1926,powder,YOLOv8 X-Large,True,True,6,Distance Max,0%,100%,110%,0.32532277714957436
1927,powder,YOLOv8 X-Large,True,True,6,Distance Max,0%,110%,90%,0.2926157686895797
1928,powder,YOLOv8 X-Large,True,True,6,Distance Max,0%,110%,100%,0.321504587728477
1929,powder,YOLOv8 X-Large,True,True,6,Distance Max,0%,110%,110%,0.31577408033119814
1930,powder,YOLOv8 X-Large,True,True,6,Distance Max,5%,90%,90%,0.5046472923594628
1931,powder,YOLOv8 X-Large,True,True,6,Distance Max,5%,90%,100%,0.48660075225162447
1932,powder,YOLOv8 X-Large,True,True,6,Distance Max,5%,90%,110%,0.5032721640587524
1933,powder,YOLOv8 X-Large,True,True,6,Distance Max,5%,100%,90%,0.4479031553652583
1934,powder,YOLOv8 X-Large,True,True,6,Distance Max,5%,100%,100%,0.47309866050440735
1935,powder,YOLOv8 X-Large,True,True,6,Distance Max,5%,100%,110%,0.445622881755313
1936,powder,YOLOv8 X-Large,True,True,6,Distance Max,5%,110%,90%,0.41568429261944834
