ID,Dataset,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,avg_sam_mask_AP_50_95
7722,powder,YOLOv8 X-Large + Sam,True,False,7,Voronoi,5%,110%,,0.6867689381349671
7723,powder,YOLOv8 X-Large + Sam,True,False,7,Voronoi,10%,90%,,0.704346583245984
7724,powder,YOLOv8 X-Large + Sam,True,False,7,Voronoi,10%,100%,,0.6995011543012
7725,powder,YOLOv8 X-Large + Sam,True,False,7,Voronoi,10%,110%,,0.6871946769452129
7726,powder,YOLOv8 X-Large + Sam,True,False,7,Voronoi,15%,90%,,0.7052890883571694
7727,powder,YOLOv8 X-Large + Sam,True,False,7,Voronoi,15%,100%,,0.6918840707398761
7728,powder,YOLOv8 X-Large + Sam,True,False,7,Voronoi,15%,110%,,0.6940781958223529
7729,powder,YOLOv8 X-Large + Sam,False,True,1,Random,0%,,90%,0.5052067572529985
7730,powder,YOLOv8 X-Large + Sam,False,True,1,Random,0%,,100%,0.5089702360098012
7731,powder,YOLOv8 X-Large + Sam,False,True,1,Random,0%,,110%,0.5062996294727331
7732,powder,YOLOv8 X-Large + Sam,False,True,1,Random,5%,,90%,0.4935699071369468
7733,powder,YOLOv8 X-Large + Sam,False,True,1,Random,5%,,100%,0.5376732479171225
7734,powder,YOLOv8 X-Large + Sam,False,True,1,Random,5%,,110%,0.49665100977571564
7735,powder,YOLOv8 X-Large + Sam,False,True,1,Random,10%,,90%,0.5215357969862727
7736,powder,YOLOv8 X-Large + Sam,False,True,1,Random,10%,,100%,0.4958925243114229
7737,powder,YOLOv8 X-Large + Sam,False,True,1,Random,10%,,110%,0.527456200625586
7738,powder,YOLOv8 X-Large + Sam,False,True,1,Random,15%,,90%,0.49234672931820683
7739,powder,YOLOv8 X-Large + Sam,False,True,1,Random,15%,,100%,0.5193864914320827
7740,powder,YOLOv8 X-Large + Sam,False,True,1,Random,15%,,110%,0.5231590513017388
7741,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,0%,,90%,0.4882351867286904
7742,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,0%,,100%,0.5010758863402532
7743,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,0%,,110%,0.5026118573032934
7744,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,5%,,90%,0.5083564794271842
7745,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,5%,,100%,0.5067947532684755
7746,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,5%,,110%,0.48316803076852466
7747,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,10%,,90%,0.5144202666946053
7748,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,10%,,100%,0.4977952142316311
7749,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,10%,,110%,0.48432479654046146
7750,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,15%,,90%,0.5089674375619866
7751,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,15%,,100%,0.5088006883269118
7752,powder,YOLOv8 X-Large + Sam,False,True,1,Distance Max,15%,,110%,0.5154341114767276
7753,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,0%,,90%,0.5250878328253111
7754,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,0%,,100%,0.5220281716170876
7755,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,0%,,110%,0.5205745606719614
7756,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,5%,,90%,0.5317202251571983
7757,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,5%,,100%,0.527282887529475
7758,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,5%,,110%,0.5283252410849937
7759,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,10%,,90%,0.5188977046931131
7760,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,10%,,100%,0.5222418037957135
7761,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,10%,,110%,0.5174092351254009
7762,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,15%,,90%,0.5225049998077475
7763,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,15%,,100%,0.5191224614275841
7764,powder,YOLOv8 X-Large + Sam,False,True,1,Voronoi,15%,,110%,0.5197063110141213
7765,powder,YOLOv8 X-Large + Sam,False,True,2,Random,0%,,90%,0.3680798749239812
7766,powder,YOLOv8 X-Large + Sam,False,True,2,Random,0%,,100%,0.3561136976518795
7767,powder,YOLOv8 X-Large + Sam,False,True,2,Random,0%,,110%,0.3379907893686456
7768,powder,YOLOv8 X-Large + Sam,False,True,2,Random,5%,,90%,0.361470413435118
7769,powder,YOLOv8 X-Large + Sam,False,True,2,Random,5%,,100%,0.35120636075882206
7770,powder,YOLOv8 X-Large + Sam,False,True,2,Random,5%,,110%,0.35508880028229955
7771,powder,YOLOv8 X-Large + Sam,False,True,2,Random,10%,,90%,0.36780540802719813
7772,powder,YOLOv8 X-Large + Sam,False,True,2,Random,10%,,100%,0.3546328725440073
7773,powder,YOLOv8 X-Large + Sam,False,True,2,Random,10%,,110%,0.3728888297089274
7774,powder,YOLOv8 X-Large + Sam,False,True,2,Random,15%,,90%,0.38516539349493656
7775,powder,YOLOv8 X-Large + Sam,False,True,2,Random,15%,,100%,0.36183040850281417
7776,powder,YOLOv8 X-Large + Sam,False,True,2,Random,15%,,110%,0.37137283351901873
7777,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,0%,,90%,0.2285580566970895
7778,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,0%,,100%,0.22898784303661596
7779,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,0%,,110%,0.22733808885298767
7780,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,5%,,90%,0.21242470423436108
7781,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,5%,,100%,0.21504602899362166
7782,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,5%,,110%,0.2115181070142838
7783,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,10%,,90%,0.22976037365742172
7784,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,10%,,100%,0.22030081962945558
7785,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,10%,,110%,0.22818886389186083
7786,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,15%,,90%,0.23079342973014363
7787,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,15%,,100%,0.23939965140241498
7788,powder,YOLOv8 X-Large + Sam,False,True,2,Distance Max,15%,,110%,0.23707592910357395
7789,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,0%,,90%,0.35651729315051667
7790,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,0%,,100%,0.3406739112476488
7791,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,0%,,110%,0.34360441596627134
7792,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,5%,,90%,0.35208792475568973
7793,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,5%,,100%,0.34833374861431576
7794,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,5%,,110%,0.3434621992381947
7795,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,10%,,90%,0.33930230383382054
7796,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,10%,,100%,0.36204844477824955
7797,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,10%,,110%,0.35375614209511214
7798,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,15%,,90%,0.3669276232351395
7799,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,15%,,100%,0.37355051306814135
7800,powder,YOLOv8 X-Large + Sam,False,True,2,Voronoi,15%,,110%,0.3784849991049157
7801,powder,YOLOv8 X-Large + Sam,False,True,3,Random,0%,,90%,0.23854677957838066
7802,powder,YOLOv8 X-Large + Sam,False,True,3,Random,0%,,100%,0.23006812385621944
7803,powder,YOLOv8 X-Large + Sam,False,True,3,Random,0%,,110%,0.22587307283547403
7804,powder,YOLOv8 X-Large + Sam,False,True,3,Random,5%,,90%,0.23248395867365973
7805,powder,YOLOv8 X-Large + Sam,False,True,3,Random,5%,,100%,0.22878828625085829
7806,powder,YOLOv8 X-Large + Sam,False,True,3,Random,5%,,110%,0.24271941724107854
7807,powder,YOLOv8 X-Large + Sam,False,True,3,Random,10%,,90%,0.2562242043969748
7808,powder,YOLOv8 X-Large + Sam,False,True,3,Random,10%,,100%,0.22790586429234733
7809,powder,YOLOv8 X-Large + Sam,False,True,3,Random,10%,,110%,0.24395528796252383
7810,powder,YOLOv8 X-Large + Sam,False,True,3,Random,15%,,90%,0.25040991444480526
7811,powder,YOLOv8 X-Large + Sam,False,True,3,Random,15%,,100%,0.23772293396039085
7812,powder,YOLOv8 X-Large + Sam,False,True,3,Random,15%,,110%,0.242903672962002
7813,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,0%,,90%,0.09675393080370555
7814,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,0%,,100%,0.10440825609069204
7815,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,0%,,110%,0.09964533412421554
7816,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,5%,,90%,0.10831458872329655
7817,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,5%,,100%,0.10813343777165332
7818,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,5%,,110%,0.1098459703957064
7819,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,10%,,90%,0.12631658967632325
7820,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,10%,,100%,0.12515270868758213
7821,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,10%,,110%,0.1336282459536151
7822,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,15%,,90%,0.12933424463847948
7823,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,15%,,100%,0.1296555385472179
7824,powder,YOLOv8 X-Large + Sam,False,True,3,Distance Max,15%,,110%,0.13017698289702684
7825,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,0%,,90%,0.2301215995784963
7826,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,0%,,100%,0.2301217162555044
7827,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,0%,,110%,0.2329261404849053
7828,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,5%,,90%,0.22885237445001105
7829,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,5%,,100%,0.2324956506362627
7830,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,5%,,110%,0.22983211065671916
7831,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,10%,,90%,0.2408991034006621
7832,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,10%,,100%,0.24142796753582701
7833,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,10%,,110%,0.22608669147984442
7834,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,15%,,90%,0.24157062053774753
7835,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,15%,,100%,0.2551988529948014
7836,powder,YOLOv8 X-Large + Sam,False,True,3,Voronoi,15%,,110%,0.23588635540450736
7837,powder,YOLOv8 X-Large + Sam,False,True,4,Random,0%,,90%,0.14549581760986813
7838,powder,YOLOv8 X-Large + Sam,False,True,4,Random,0%,,100%,0.15765615349071702
7839,powder,YOLOv8 X-Large + Sam,False,True,4,Random,0%,,110%,0.16157872470564177
7840,powder,YOLOv8 X-Large + Sam,False,True,4,Random,5%,,90%,0.156973863720569
7841,powder,YOLOv8 X-Large + Sam,False,True,4,Random,5%,,100%,0.16224401081537698
7842,powder,YOLOv8 X-Large + Sam,False,True,4,Random,5%,,110%,0.16246784758005497
7843,powder,YOLOv8 X-Large + Sam,False,True,4,Random,10%,,90%,0.15366576802107737
7844,powder,YOLOv8 X-Large + Sam,False,True,4,Random,10%,,100%,0.16377756406238492
7845,powder,YOLOv8 X-Large + Sam,False,True,4,Random,10%,,110%,0.16908846344871303
7846,powder,YOLOv8 X-Large + Sam,False,True,4,Random,15%,,90%,0.1618433502293009
7847,powder,YOLOv8 X-Large + Sam,False,True,4,Random,15%,,100%,0.16455033511586942
7848,powder,YOLOv8 X-Large + Sam,False,True,4,Random,15%,,110%,0.16996617672836098
7849,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,0%,,90%,0.06058130054131886
7850,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,0%,,100%,0.06041024157264239
7851,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,0%,,110%,0.06171030344570235
7852,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,5%,,90%,0.063016290010836
7853,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,5%,,100%,0.06079795006371789
7854,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,5%,,110%,0.05996974044419586
7855,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,10%,,90%,0.06422339667213625
7856,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,10%,,100%,0.06395748691658143
7857,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,10%,,110%,0.06426760692908745
7858,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,15%,,90%,0.08049152102265926
7859,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,15%,,100%,0.08051102071036018
7860,powder,YOLOv8 X-Large + Sam,False,True,4,Distance Max,15%,,110%,0.08071885500103701
7861,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,0%,,90%,0.13744225198013418
7862,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,0%,,100%,0.14952412125511574
7863,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,0%,,110%,0.14932700751033687
7864,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,5%,,90%,0.1588185277059258
7865,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,5%,,100%,0.15178112762644896
7866,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,5%,,110%,0.14606879641547194
7867,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,10%,,90%,0.14277272356163423
7868,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,10%,,100%,0.16338153479047834
7869,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,10%,,110%,0.15100548202491024
7870,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,15%,,90%,0.17069976127265413
7871,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,15%,,100%,0.17075395227811546
7872,powder,YOLOv8 X-Large + Sam,False,True,4,Voronoi,15%,,110%,0.16021425856591204
7873,powder,YOLOv8 X-Large + Sam,False,True,5,Random,0%,,90%,0.1049715691495322
7874,powder,YOLOv8 X-Large + Sam,False,True,5,Random,0%,,100%,0.09516488493057682
7875,powder,YOLOv8 X-Large + Sam,False,True,5,Random,0%,,110%,0.10818249797649881
7876,powder,YOLOv8 X-Large + Sam,False,True,5,Random,5%,,90%,0.10173406409275772
7877,powder,YOLOv8 X-Large + Sam,False,True,5,Random,5%,,100%,0.0959215054742249
7878,powder,YOLOv8 X-Large + Sam,False,True,5,Random,5%,,110%,0.11378276139129977
7879,powder,YOLOv8 X-Large + Sam,False,True,5,Random,10%,,90%,0.12037785887154376
7880,powder,YOLOv8 X-Large + Sam,False,True,5,Random,10%,,100%,0.12235550135403395
7881,powder,YOLOv8 X-Large + Sam,False,True,5,Random,10%,,110%,0.11407068872102741
7882,powder,YOLOv8 X-Large + Sam,False,True,5,Random,15%,,90%,0.11231526003374168
7883,powder,YOLOv8 X-Large + Sam,False,True,5,Random,15%,,100%,0.11176693359031804
7884,powder,YOLOv8 X-Large + Sam,False,True,5,Random,15%,,110%,0.12697299848765436
7885,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,0%,,90%,0.03798660542804645
7886,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,0%,,100%,0.03729685854592956
7887,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,0%,,110%,0.03731746444761817
7888,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,5%,,90%,0.04298499967385426
7889,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,5%,,100%,0.04092715198993078
7890,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,5%,,110%,0.042760319836952755
7891,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,10%,,90%,0.051851835401802646
7892,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,10%,,100%,0.05407162414691667
7893,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,10%,,110%,0.05228482578907616
7894,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,15%,,90%,0.05418374911358308
7895,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,15%,,100%,0.05409823271249856
7896,powder,YOLOv8 X-Large + Sam,False,True,5,Distance Max,15%,,110%,0.053772808134184835
7897,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,0%,,90%,0.10378494264618036
7898,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,0%,,100%,0.10031810218521722
7899,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,0%,,110%,0.10386750452938076
7900,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,5%,,90%,0.10928711907484456
7901,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,5%,,100%,0.11595976942983355
7902,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,5%,,110%,0.10928484026500589
7903,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,10%,,90%,0.10642652230348679
7904,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,10%,,100%,0.1151605699651799
7905,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,10%,,110%,0.12464065746414603
7906,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,15%,,90%,0.1256620225664302
7907,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,15%,,100%,0.1187377461309536
7908,powder,YOLOv8 X-Large + Sam,False,True,5,Voronoi,15%,,110%,0.13648608826736242
7909,powder,YOLOv8 X-Large + Sam,False,True,6,Random,0%,,90%,0.08270274946072494
7910,powder,YOLOv8 X-Large + Sam,False,True,6,Random,0%,,100%,0.07673721204533718
7911,powder,YOLOv8 X-Large + Sam,False,True,6,Random,0%,,110%,0.08437267542524907
7912,powder,YOLOv8 X-Large + Sam,False,True,6,Random,5%,,90%,0.08272884392535727
7913,powder,YOLOv8 X-Large + Sam,False,True,6,Random,5%,,100%,0.08239699713335082
7914,powder,YOLOv8 X-Large + Sam,False,True,6,Random,5%,,110%,0.08614502555818448
7915,powder,YOLOv8 X-Large + Sam,False,True,6,Random,10%,,90%,0.08198867877907426
7916,powder,YOLOv8 X-Large + Sam,False,True,6,Random,10%,,100%,0.08401417700420004
7917,powder,YOLOv8 X-Large + Sam,False,True,6,Random,10%,,110%,0.0862569393721666
7918,powder,YOLOv8 X-Large + Sam,False,True,6,Random,15%,,90%,0.09933695801764932
7919,powder,YOLOv8 X-Large + Sam,False,True,6,Random,15%,,100%,0.10014512919375126
7920,powder,YOLOv8 X-Large + Sam,False,True,6,Random,15%,,110%,0.09406388086276621
7921,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,0%,,90%,0.0341468458817555
7922,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,0%,,100%,0.03418549832639071
7923,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,0%,,110%,0.03325040395833441
7924,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,5%,,90%,0.03416231840780499
7925,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,5%,,100%,0.0365255801322873
7926,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,5%,,110%,0.036237942661711146
7927,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,10%,,90%,0.03574467119574039
7928,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,10%,,100%,0.03417859805061578
7929,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,10%,,110%,0.03758957050134146
7930,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,15%,,90%,0.04730864815207763
7931,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,15%,,100%,0.048233671341992176
7932,powder,YOLOv8 X-Large + Sam,False,True,6,Distance Max,15%,,110%,0.04842717166456903
7933,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,0%,,90%,0.08003755313659563
7934,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,0%,,100%,0.08137271422089883
7935,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,0%,,110%,0.08359012628072232
7936,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,5%,,90%,0.08109552074472957
7937,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,5%,,100%,0.08658356337877182
7938,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,5%,,110%,0.08040368311441985
7939,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,10%,,90%,0.0905008556778753
7940,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,10%,,100%,0.08603318379750675
7941,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,10%,,110%,0.0963493767766226
7942,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,15%,,90%,0.09818735487687429
7943,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,15%,,100%,0.09169173532136181
7944,powder,YOLOv8 X-Large + Sam,False,True,6,Voronoi,15%,,110%,0.09526812319780469
7945,powder,YOLOv8 X-Large + Sam,False,True,7,Random,0%,,90%,0.06315146765087143
7946,powder,YOLOv8 X-Large + Sam,False,True,7,Random,0%,,100%,0.06321698403057396
7947,powder,YOLOv8 X-Large + Sam,False,True,7,Random,0%,,110%,0.05796558530826116
7948,powder,YOLOv8 X-Large + Sam,False,True,7,Random,5%,,90%,0.07966159024223975
7949,powder,YOLOv8 X-Large + Sam,False,True,7,Random,5%,,100%,0.06674602137244857
7950,powder,YOLOv8 X-Large + Sam,False,True,7,Random,5%,,110%,0.0683975804692024
7951,powder,YOLOv8 X-Large + Sam,False,True,7,Random,10%,,90%,0.06914765260057174
7952,powder,YOLOv8 X-Large + Sam,False,True,7,Random,10%,,100%,0.07433958806167634
7953,powder,YOLOv8 X-Large + Sam,False,True,7,Random,10%,,110%,0.0725294802308605
7954,powder,YOLOv8 X-Large + Sam,False,True,7,Random,15%,,90%,0.07609652433881796
7955,powder,YOLOv8 X-Large + Sam,False,True,7,Random,15%,,100%,0.07612580054660009
7956,powder,YOLOv8 X-Large + Sam,False,True,7,Random,15%,,110%,0.06587142294398902
7957,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,0%,,90%,0.02611753293912769
7958,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,0%,,100%,0.027421772323225475
7959,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,0%,,110%,0.028571845265230027
7960,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,5%,,90%,0.031003797310611998
7961,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,5%,,100%,0.031121937015439433
7962,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,5%,,110%,0.031124712277354076
7963,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,10%,,90%,0.029559532114226305
7964,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,10%,,100%,0.029519443757675533
7965,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,10%,,110%,0.030017810984696462
7966,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,15%,,90%,0.04091829363828694
7967,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,15%,,100%,0.04087700969565068
7968,powder,YOLOv8 X-Large + Sam,False,True,7,Distance Max,15%,,110%,0.040785351972402836
7969,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,0%,,90%,0.06776813485781008
7970,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,0%,,100%,0.06676576784142993
7971,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,0%,,110%,0.07156195311413426
7972,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,5%,,90%,0.0670643565223631
7973,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,5%,,100%,0.06862975181196869
7974,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,5%,,110%,0.06402176839735384
7975,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,10%,,90%,0.07007589885487782
7976,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,10%,,100%,0.07371392964125065
7977,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,10%,,110%,0.08005532111297733
7978,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,15%,,90%,0.07728975623153259
7979,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,15%,,100%,0.07990185554222641
7980,powder,YOLOv8 X-Large + Sam,False,True,7,Voronoi,15%,,110%,0.07982736738950619
7981,powder,YOLOv8 X-Large + Sam,False,False,1,Random,0%,,,0.517040697147801
7982,powder,YOLOv8 X-Large + Sam,False,False,1,Random,5%,,,0.5110847078956205
7983,powder,YOLOv8 X-Large + Sam,False,False,1,Random,10%,,,0.5225537572025849
7984,powder,YOLOv8 X-Large + Sam,False,False,1,Random,15%,,,0.5354118970206749
7985,powder,YOLOv8 X-Large + Sam,False,False,1,Distance Max,0%,,,0.5385415693118787
7986,powder,YOLOv8 X-Large + Sam,False,False,1,Distance Max,5%,,,0.5207697469427837
7987,powder,YOLOv8 X-Large + Sam,False,False,1,Distance Max,10%,,,0.5373234441876201
7988,powder,YOLOv8 X-Large + Sam,False,False,1,Distance Max,15%,,,0.5390549835696535
7989,powder,YOLOv8 X-Large + Sam,False,False,1,Voronoi,0%,,,0.5431058718069972
7990,powder,YOLOv8 X-Large + Sam,False,False,1,Voronoi,5%,,,0.5485069174615546
7991,powder,YOLOv8 X-Large + Sam,False,False,1,Voronoi,10%,,,0.5495127795699883
7992,powder,YOLOv8 X-Large + Sam,False,False,1,Voronoi,15%,,,0.5456981458572806
7993,powder,YOLOv8 X-Large + Sam,False,False,2,Random,0%,,,0.5986351990135301
7994,powder,YOLOv8 X-Large + Sam,False,False,2,Random,5%,,,0.5626998909194809
7995,powder,YOLOv8 X-Large + Sam,False,False,2,Random,10%,,,0.5662542104006567
7996,powder,YOLOv8 X-Large + Sam,False,False,2,Random,15%,,,0.5614836263956566
7997,powder,YOLOv8 X-Large + Sam,False,False,2,Distance Max,0%,,,0.48730443628828757
7998,powder,YOLOv8 X-Large + Sam,False,False,2,Distance Max,5%,,,0.48700736752127816
7999,powder,YOLOv8 X-Large + Sam,False,False,2,Distance Max,10%,,,0.4951524897390609
8000,powder,YOLOv8 X-Large + Sam,False,False,2,Distance Max,15%,,,0.4808096893354722
8001,powder,YOLOv8 X-Large + Sam,False,False,2,Voronoi,0%,,,0.5763803915668815
8002,powder,YOLOv8 X-Large + Sam,False,False,2,Voronoi,5%,,,0.5712761764443759
8003,powder,YOLOv8 X-Large + Sam,False,False,2,Voronoi,10%,,,0.5643624168961969
8004,powder,YOLOv8 X-Large + Sam,False,False,2,Voronoi,15%,,,0.5656919793193854
8005,powder,YOLOv8 X-Large + Sam,False,False,3,Random,0%,,,0.583261116983852
